state,electorate,site_id,latitude,longitude,legs,description,layout_1,layout_1_enter,layout_2,layout_2_enter,layout_3,layout_3_enter,layout_4,layout_4_enter,layout_5,layout_5_enter,layout_6,layout_6_enter,leg1-2,leg1-3,leg1-4,leg1-5,leg1-6,leg2-1,leg2-3,leg2-4,leg2-5,leg2-6,leg3-1,leg3-2,leg3-4,leg3-5,leg3-6,leg4-1,leg4-2,leg4-3,leg4-5,leg4-6,leg5-1,leg5-2,leg5-3,leg5-4,leg5-6,leg6-1,leg6-2,leg6-3,leg6-4,leg6-5,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,leg6_enter,leg6_exit,leg6_total,female,male,not known,total,year,7:00 AM,7:15 AM,7:30 AM,7:45 AM,8:00 AM,8:15 AM,8:30 AM,8:45 AM,location,geolocation
VIC,Melbourne,4406,-37.794117,144.927689,4,"McCracken St [N], Macaulay Rd [E], Kensington Rd [SW], Epsom [NW]",0,180,98,278,233,53,323,143,,,,,3,1,0,,,3,11,6,,,0,31,2,,,0,35,3,,,,,,,,,,,,,4,3,7,20,69,89,33,15,48,38,8,46,,,,,,,,,95,95,2010,,,,,,,,,POINT (144.927689 -37.79411700000001),"-37.794117, 144.927689"
VIC,Melbourne,4414,-37.804562,144.963226,4,"Swanston St [N], Queensberry St [E], Swanston St [S], Queensberry St [W]",8,188,98,278,188,8,278,98,,,,,20,246,1,,,6,27,83,,,135,3,15,,,5,151,65,,,,,,,,,,,,,267,146,413,116,174,290,153,338,491,221,99,320,,,,,,,,,757,757,2010,,,,,,,,,POINT (144.963226 -37.804562),"-37.804562, 144.963226"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,16,70,28,,,4,25,641,,,17,6,59,,,10,372,46,,,,,,,,,,,,,114,31,145,670,394,1064,82,141,223,428,728,1156,,,,,,,,,1294,1294,2010,,,,,,,,,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4421,-37.809612,144.963791,4,"La Trobe St [E], Swanston St (city) [S], La Trobe St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,30,155,7,,,20,21,161,,,56,22,1,,,8,403,12,,,,,,,,,,,,,192,84,276,202,455,657,79,188,267,423,169,592,,,,,,,,,896,896,2011,,,,,,,,,POINT (144.963791 -37.809612),"-37.809612, 144.963791"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,12,71,35,,,3,22,554,,,22,16,38,,,5,322,84,,,,,,,,,,,,,118,30,148,579,350,929,76,177,253,411,627,1038,,,,,,,,,1184,1184,2011,,,,,,,,,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4985,-37.787695,144.925278,4,"Clarence St [N], Racecourse Rd [E], Smithfield Rd [SW], Racecourse Rd [W]",8,188,98,278,233,53,277,97,,,,,0,1,0,,,0,18,4,,,0,21,0,,,0,27,0,,,,,,,,,,,,,1,0,1,22,48,70,21,19,40,27,4,31,,,,,,,,,71,71,2011,,,,,,,,,POINT (144.925278 -37.787695),"-37.787695, 144.925278"
VIC,Melbourne,4407,-37.79454,144.930987,4,"Macaulay Rd - east end [E], Eastwood St [S], Macaulay Rd [W], Eastwood St/Rankins Rd [N]",98,278,161,341,278,98,350,170,,,,,0,19,2,,,0,2,0,,,87,7,2,,,66,34,5,,,,,,,,,,,,,21,153,174,2,41,43,96,26,122,105,4,109,,,,,,,,,224,224,2012,,,,,,,,,POINT (144.93098700000002 -37.79454),"-37.79454, 144.930987"
VIC,Melbourne,4411,-37.796627,144.951172,4,"Gatehouse St [NE], Flemington Rd [SE], Harker St [SW], Flemington Rd [NW]",45,225,135,315,225,45,315,135,,,,,8,35,6,,,4,3,22,,,10,8,2,,,10,256,4,,,,,,,,,,,,,49,24,73,29,272,301,20,42,62,270,30,300,,,,,,,,,368,368,2012,,,,,,,,,POINT (144.951172 -37.796627),"-37.796627, 144.951172"
VIC,Melbourne,4985,-37.787695,144.925278,4,"Clarence St [N], Racecourse Rd [E], Smithfield Rd [SW], Racecourse Rd [W]",8,188,98,278,233,53,277,97,,,,,1,1,0,,,1,22,10,,,1,19,2,,,1,29,0,,,,,,,,,,,,,2,3,5,33,49,82,22,23,45,30,12,42,,,,,,,,,87,87,2012,,,,,,,,,POINT (144.925278 -37.787695),"-37.787695, 144.925278"
VIC,Melbourne,4420,-37.809547,144.975632,4,"Gisborne St [N], Albert St [E], Gisborne St [S], Albert St (city) [W]",8,188,98,278,188,8,278,98,,,,,3,303,53,,,26,119,233,,,29,10,2,,,6,42,17,,,,,,,,,,,,,359,61,420,378,55,433,41,439,480,65,288,353,,,,,,,,,843,843,2013,,,,,,,,,POINT (144.975632 -37.809547),"-37.809547, 144.975632"
VIC,Melbourne,4422,-37.80994,144.935898,4,"Upstream direction [N], Capital City Trail [E], Pearl River Rd [S], Footscray Rd bridge [W]",8,188,108,288,188,8,283,103,,,,,462,92,21,,,39,0,48,,,5,0,1,,,29,694,59,,,,,,,,,,,,,575,73,648,87,1156,1243,6,151,157,782,70,852,,,,,,,,,1450,1450,2013,,,,,,,,,POINT (144.935898 -37.80994),"-37.80994, 144.935898"
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,11,2,,,,6,0,,,,2,4,,,,,,,,,,,,,,,,,,,13,8,21,6,15,21,6,2,8,,,,,,,,,,0,0,25,25,2014,,,,,,,,,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
VIC,Melbourne,4423,-37.810334,144.961361,4,"La Trobe towards Exhibition St [E], Elizabeth St [S], La Trobe St [W], Elizabeth St [N]",70,250,160,340,250,70,340,160,,,,,33,325,2,,,5,43,144,,,17,3,3,,,5,216,4,,,,,,,,,,,,,360,27,387,192,252,444,23,372,395,225,149,374,,,,,,,228,572,0,800,2014,,,,,,,,,POINT (144.961361 -37.810334),"-37.810334, 144.961361"
VIC,Melbourne,4429,-37.812531,144.953873,4,"La Trobe [E], King St (city) [S], La Trobe St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,3,275,23,,,9,20,19,,,161,3,11,,,0,4,2,,,,,,,,,,,,,301,170,471,48,10,58,175,297,472,6,53,59,,,,,,,130,400,0,530,2014,,,,,,,,,POINT (144.953873 -37.812531),"-37.812531, 144.953873"
VIC,Melbourne,4431,-37.813323,144.973964,4,"MacArthur St dogleg [NE], Spring St [S], Collins St [W], Spring St [N]",23,203,160,340,250,70,340,160,,,,,93,429,0,,,5,8,63,,,26,3,8,,,2,87,9,,,,,,,,,,,,,522,33,555,76,183,259,37,446,483,98,71,169,,,,,,,196,537,0,733,2014,,,,,,,,,POINT (144.973964 -37.813323),"-37.813323, 144.973964"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,476,402,,,,129,8,,,,91,18,,,,,,,,,,,,,,,,,,,878,220,1098,137,494,631,109,410,519,,,,,,,,,,,,1124,1124,2014,,,,,,,,,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4440,-37.81992,144.96138,4,"Banana Alley [E], Queensbridge St [S], William St [W], Market St [N]",70,250,180,360,250,70,350,170,,,,,117,80,176,,,20,109,208,,,2,56,0,,,3,55,0,,,,,,,,,,,,,373,25,398,337,228,565,58,189,247,58,384,442,,,,,,,0,0,826,826,2014,,,,,,,,,POINT (144.96138 -37.81992),"-37.81992, 144.96138"
VIC,Melbourne,4443,-37.8211,144.955046,4,"Flinders St towards Spring St [E], Spencer St [S], Flinders St [W], Spencer St [N]",70,250,162,342,250,70,342,162,,,,,11,25,0,,,16,8,136,,,14,2,4,,,3,53,9,,,,,,,,,,,,,36,33,69,160,66,226,20,42,62,65,140,205,,,,,,,0,0,281,281,2014,,,,,,,,,POINT (144.955046 -37.8211),"-37.8211, 144.955046"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,3,,9,2,,1,,5,127,,,,,,,14,4,,464,,12,52,,87,,,,,,,14,27,41,133,59,192,,,,482,101,583,151,593,744,,,,0,0,780,780,2014,,,,,,,,,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4407,-37.79454,144.930987,4,"Macaulay Rd - east end [E], Eastwood St [S], Macaulay Rd [W], Eastwood St/Rankins Rd [N]",98,278,161,341,278,98,350,170,,,,,0,8,3,,,1,0,1,,,101,12,1,,,70,18,4,,,,,,,,,,,,,11,172,183,2,30,32,114,12,126,92,5,97,,,,,,,71,148,0,219,2015,10,16,21,28,36,37,46,25,POINT (144.93098700000002 -37.79454),"-37.79454, 144.930987"
VIC,Melbourne,4408,-37.795096,144.935852,4,"Upstream direction [N], Macaulay Rd [E], Moonee Ponds Crk Trail [S], Macaulay Rd [W]",7,187,98,278,180,360,278,98,,,,,0,713,0,,,0,0,10,,,68,0,0,,,0,230,0,,,,,,,,,,,,,713,68,781,10,230,240,68,713,781,230,10,240,,,,,,,267,748,6,1021,2015,86,113,146,136,155,177,103,105,POINT (144.935852 -37.795096),"-37.795096, 144.935852"
VIC,Melbourne,4409,-37.795421,144.93885,5,"Boundary Rd [N], Canning St [E], Macaulay Rd [SE], Boundary Rd [S], Macaulay Rd [W]",8,188,98,278,140,320,188,8,278,98,,,0,5,2,3,,0,0,0,3,,3,0,1,5,,1,0,0,1,,2,23,147,1,,,,,,,10,6,16,3,23,26,9,152,161,2,4,6,173,12,185,,,,66,131,0,197,2015,15,11,24,24,23,38,35,27,POINT (144.93885 -37.795421),"-37.795421, 144.93885"
VIC,Melbourne,4420,-37.809547,144.975632,4,"Gisborne St [N], Albert St [E], Gisborne St [S], Albert St (city) [W]",8,188,98,278,188,8,278,98,,,,,7,315,45,,,24,120,272,,,27,6,6,,,4,52,11,,,,,,,,,,,,,367,55,422,416,65,481,39,446,485,67,323,390,,,,,,,250,639,0,889,2015,40,67,79,124,140,141,150,148,POINT (144.975632 -37.809547),"-37.809547, 144.975632"
VIC,Melbourne,4435,-37.816005,144.972394,4,"Flinders St [E], Batman Ave [SE], Flinders St [W], Exhibition St (city) [N]",70,250,146,326,250,70,340,160,,,,,16,71,6,,,58,9,385,,,33,6,28,,,1,27,22,,,,,,,,,,,,,93,92,185,452,49,501,67,102,169,50,419,469,,,,,,,112,549,1,662,2015,25,35,78,94,90,103,129,108,POINT (144.972394 -37.816005),"-37.816005, 144.972394"
VIC,Melbourne,4408,-37.795096,144.935852,4,"Upstream direction [N], Macaulay Rd [E], Moonee Ponds Crk Trail [S], Macaulay Rd [W]",7,187,98,278,180,360,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,712,19,971,2016,60,100,127,163,163,164,105,89,POINT (144.935852 -37.795096),"-37.795096, 144.935852"
VIC,Melbourne,4454,-37.78757,144.939982,4,"Capital City Trail Ramp [NE], Flemington Rd [SE], Capital City Trail [SW], Mt Alexander Rd [N]",64,244,138,318,235,55,340,160,,,,,5,351,18,2,,5,4,3,13,,65,2,15,0,,29,19,301,0,,0,249,1,1,,,,,,,376,99,475,25,275,300,82,657,739,349,37,386,251,15,266,,,,260,809,14,1083,2015,89,100,148,150,165,181,133,117,POINT (144.939982 -37.78757),"-37.78757, 144.939982"
VIC,Melbourne,4420,-37.809547,144.975632,4,"Gisborne St [N], Albert St [E], Gisborne St [S], Albert St (city) [W]",8,188,98,278,188,8,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,662,3,931,2016,31,81,85,119,159,159,160,137,POINT (144.975632 -37.809547),"-37.809547, 144.975632"
VIC,Melbourne,4435,-37.816005,144.972394,4,"Flinders St [E], Batman Ave [SE], Flinders St [W], Exhibition St (city) [N]",70,250,146,326,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,648,0,823,2016,38,66,94,107,147,113,140,118,POINT (144.972394 -37.816005),"-37.816005, 144.972394"
VIC,Melbourne,4984,-37.788788,144.936034,4,"Carpark entrance opposite Stubbs St [N], Racecourse Rd [E], Stubbs St [S], Racecourse Rd [W]",7,187,98,278,189,9,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,111,0,165,2016,14,11,18,15,31,38,23,15,POINT (144.936034 -37.788788),"-37.788788, 144.936034"
VIC,Melbourne,6554,-37.825963,144.960053,4,"Queens Bridge St [N], City Rd [NE], Morray St [S], City Rd [SW]",12,192,43,223,158,338,222,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,208,1,269,2016,29,22,30,20,37,46,41,44,POINT (144.960053 -37.825963),"-37.825963, 144.960053"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,2,27,13,,,0,2,4,,,237,3,0,,,90,46,1,,,,,,,,,,,,,42,327,369,6,51,57,240,30,270,137,17,154,,,,,,,123,292,10,425,2017,28,29,49,51,65,66,73,64,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4417,-37.808903,144.966278,4,"La Trobe St [E], Russell St (city) [S], La Trobe St [W], Russell St [N]",70,250,160,340,250,70,340,160,,,,,19,532,4,,,1,3,7,,,119,33,9,,,2,39,25,,,,,,,,,,,,,555,122,677,11,91,102,161,560,721,66,20,86,,,,,,,238,555,0,793,2017,30,53,71,102,129,146,139,123,POINT (144.966278 -37.808903),"-37.808903, 144.966278"
VIC,Melbourne,4444,-37.822382,144.947632,5,"Path to McCrae St [E], Jim Stynes Bridge [SE], Webb Bridge [S], Navigation Drive [W], Harbour Esp [N]",86,266,150,330,175,355,281,101,348,168,,,2,0,2,1,,16,2,83,92,,0,1,4,33,,8,11,1,25,,13,386,74,139,,,,,,,5,37,42,193,400,593,38,77,115,45,228,273,612,151,763,,,,202,688,3,893,2017,63,82,90,109,141,152,156,100,POINT (144.947632 -37.822382),"-37.822382, 144.947632"
